category_id,breadcrumb,ebay_category_id
6564207,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Gedeckter Tisch > Restaurant Gläser > Trinkgläser,258717
6564208,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Gedeckter Tisch > Restaurant Gläser > Weingläser,258718
6562901,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Gedeckter Tisch > Restaurant Tischwäsche,258719
6564209,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Gedeckter Tisch > Restaurant Tischwäsche > Servietten,258721
6564210,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Gedeckter Tisch > Restaurant Tischwäsche > Stuhlhussen,258720
6564211,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Gedeckter Tisch > Restaurant Tischwäsche > Tischdecken,258722
6564212,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Gedeckter Tisch > Restaurant Tischwäsche > Tischdeckenklammern,258724
6564213,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Gedeckter Tisch > Restaurant Tischwäsche > Tischröcke,258723
6558867,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel,258676
6562902,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Einweg-Pfannen,258685
6562903,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Einweg-Tischsets,258687
6562904,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Einwegbecher-, deckel & halter",258682
6562905,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Einwegbestecke,258683
6562906,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Einweglätzchen,258679
6562907,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Einwegschalen,258680
6562908,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Einwegteller,258686
6562909,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Folienrollen,258688
6562910,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Menüboxen,258681
6562911,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Müllbeutel,258678
6562912,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Servietten,258684
6562913,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Serviettenbänder,258689
6562914,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Sonstige Restaurant Einwegartikel,258842
6562915,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Strohhalme,258690
6562916,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Restaurant Einwegartikel > Torten-/Kuchenunterlagen,258677
6558868,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Gedeckter Tisch & Servieren > Sonstiger Gedeckter Tischbedarf,25384
6552425,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Imbisswagen,67145
6558869,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Imbisswagen > Imbiss- Ausschankwagen,184249
6558870,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Imbisswagen > Kioske/ Imbissstände,258645
6558871,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Imbisswagen > Teile & Zubehör für Imbisswagen,183952
6552426,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik,25375
6558872,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Eismaschinen,258666
6562917,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Eismaschinen > Eistruhen,258668
6562918,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Eismaschinen > Gastronomie-Tiefkühltruhen,258667
6562919,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Eismaschinen > Roll-Eismaschinen,258669
6562920,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Eismaschinen > Softeismaschinen,67167
6558873,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Eisvorratsbehälter,258670
6558874,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Gastronomie- Tiefkühlschränke & -truhen,258658
6562921,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Gastronomie- Tiefkühlschränke & -truhen > Gastronomie Kühl- & Tiefkühlschränke,258662
6562922,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Gastronomie- Tiefkühlschränke & -truhen > Kühltheken & -vitrinen,258659
6562923,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Gastronomie- Tiefkühlschränke & -truhen > Schnellkühler,258660
6562924,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Gastronomie- Tiefkühlschränke & -truhen > Speisevitrinen,258663
6562925,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Gastronomie- Tiefkühlschränke & -truhen > Tief- und Kühlzellen,258665
6562926,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Gastronomie- Tiefkühlschränke & -truhen > Unterbaukühltische,258664
6562927,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Gastronomie- Tiefkühlschränke & -truhen > Warenkühlschränke mit Glastür,258661
6558875,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Gastronomie-Eiswürfelmaschinen,67171
6558876,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Sonstige Kühltechnik,53226
6558877,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Teile & Zubehör für Kühltechnik,258671
6562928,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Teile & Zubehör für Kühltechnik > Teile & Zubehör für Eismaschinen,258674
6562929,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Teile & Zubehör für Kühltechnik > Teile & Zubehör für Eiswürfelmaschinen,258672
6562930,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Kühltechnik > Teile & Zubehör für Kühltechnik > Teile & Zubehör für Kühl- & Tiefkühlschränke,258673
6552427,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Mengenware,106590
6552428,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration",57093
6558878,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Lebensmittelatrappen",60096
6558879,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Luftschleier",258646
6558880,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Bestuhlung",258647
6562931,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Bestuhlung > Bankettstühle",258649
6562932,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Bestuhlung > Restaurant Hocker",258650
6562933,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Bestuhlung > Restaurant Kinderhochstühle",258651
6562934,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Bestuhlung > Restaurant Klappstühle",258654
6562935,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Bestuhlung > Restaurant Stühle",258653
6562936,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Bestuhlung > Restaurant Tischsets",258655
6562937,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Bestuhlung > Restaurant-Sitzbänke",258652
6562938,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Bestuhlung > Stühle für Auditorium & Kirche",258648
6558881,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Deko",57098
6558882,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Schilder",259011
6558883,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Schildhalter",166674
6558884,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Speisekarten",166673
6558885,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Tische",11883
6558886,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Restaurant Türen",258656
6558887,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Sonstige Restaurant Dekoration",57096
6558888,"Business & Industrie > Gastro & Nahrungsmittelgewerbe > Möbel, Schilder & Dekoration > Teile & Zubehör für Möbel",258657
6552429,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Sonstiges Gastro & Nahrungsmittelgewerbe,1271
6552430,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Vintage Technik,258830
6552431,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Visitenkarten,
6552432,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser,259270
6558889,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Arzneimittel- & Kondomautomaten,67187
6558890,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Geldautomaten,55845
6558891,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Geldwechselautomaten,67183
6558892,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Getränkeautomaten,67177
6562939,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Getränkeautomaten > Heißgetränkeautomaten,67178
6562940,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Getränkeautomaten > Kaltgetränkeautomaten,25390
6562941,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Getränkeautomaten > Kombiautomaten,67179
6562942,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Getränkeautomaten > Snackautomaten,11888
6562943,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Getränkeautomaten > Sonstige Getränkeautomaten,159705
6558893,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Süßigkeitenautomaten,50939
6558894,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Teile & Zubehör für Warenautomaten,258738
6562944,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Teile & Zubehör für Warenautomaten > Teile & Zubehör für Geldautomaten,258739
6562945,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Teile & Zubehör für Warenautomaten > Teile & Zubehör für Geldwechselautomaten,258740
6562946,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Teile & Zubehör für Warenautomaten > Teile & Zubehör für Getränkeautomaten,50940
6562947,Business & Industrie > Gastro & Nahrungsmittelgewerbe > Warenautomaten & Dispenser > Teile & Zubehör für Warenautomaten > Teile & Zubehör für Süßigkeitenautomaten,109428
6551197,Business & Industrie > Gebäudereinigung,46534
6552433,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung,184312
6558895,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Gebläse & Bodentrockner,109459
6558896,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Kehrmaschinen,183754
6562948,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Kehrmaschinen > Aufsitzkehrmaschinen,66969
6562949,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Kehrmaschinen > Kehrer-Ersatzteile & -Zubehör,183755
6562950,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Kehrmaschinen > Kehrmaschinen-Besen,183757
6562951,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Kehrmaschinen > Kehrmaschinen-Filter,183759
6562952,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Kehrmaschinen > Kehrmaschinen-Riemen,183756
6562953,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Kehrmaschinen > Nachläufer-Kehrmaschinen,53285
6562954,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Kehrmaschinen > Sonstige,183760
6558897,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Rolltreppenreiniger,183761
6558898,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer,184334
6562955,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer > Akku-Schrubber & Polierer,184335
6562956,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer > Ersatz-Abziehlippen,183751
6562957,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer > Ersatzteile & Zubehör,184336
6562958,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer > Kabelgebundene Schrubber & Polierer,46535
6562959,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer > Padhalter, Treib- & Stützteller",183748
6562960,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer > Polierfilze & Schwämme,183752
6562961,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer > Propan-Schrubber & Polierer,66957
6562962,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer > Riemen & Gurte,183749
6562963,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer > Schrubbürsten,183750
6562964,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Schrubber & Polierer > Sonstige,183753
6558899,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör",184313
6562965,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Akku-Handstaubsauger",184316
6562966,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Boden- & Nass-/Trockensauger",66961
6562967,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Ersatzteile & Zubehör",184317
6564214,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Ersatzteile & Zubehör > Sonstige",184325
6564215,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Ersatzteile & Zubehör > Staubsauger-Antriebsriemen",184319
6564216,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Ersatzteile & Zubehör > Staubsauger-Bürsten",184320
6564217,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Ersatzteile & Zubehör > Staubsauger-Zubehörsets",184324
6564218,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Ersatzteile & Zubehör > Staubsaugerbeutel",184318
6564219,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Ersatzteile & Zubehör > Staubsaugerfilter",184321
6564220,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Ersatzteile & Zubehör > Staubsaugermotoren",184323
6564221,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Ersatzteile & Zubehör > Staubsaugerschläuche",184322
6562968,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Rückenstaubsauger",184314
6562969,"Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Staubsauger, Teile & Zubehör > Stabstaubsauger",53286
6558900,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Teppich-Extraktionsgeräte,184327
6562970,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Teppich-Extraktionsgeräte > Extraktionsgeräte-Schläuche,184332
6562971,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Teppich-Extraktionsgeräte > Fahrzeug-Extraktionsgeräte,184330
6562972,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Teppich-Extraktionsgeräte > Kanister-Extraktionsgeräte,184328
6562973,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Teppich-Extraktionsgeräte > Nachläufer-Extraktionsgeräte,184329
6562974,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Teppich-Extraktionsgeräte > Sonstige,184333
6562975,Business & Industrie > Gebäudereinigung > Boden- & Polsterreinigung > Teppich-Extraktionsgeräte > Zubehör für rotierende Geräte,184331
6552434,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör",183762
6558901,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Benzin-Hochdruckreiniger",183765
6558902,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Diesel-Hochdruckreiniger",183763
6558903,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Elektrische Hochdruckreiniger",183764
6558904,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör",183766
6562976,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Dachrinnen- & Rohrreinigungssets",183770
6562977,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Flächenreiniger-Aufsätze",183776
6562978,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Hochdrucklanzen",183774
6562979,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Hochdruckreiniger-Düsen & -Düsensets",183771
6562980,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Hochdruckreiniger-Spritzpistolen",183773
6562981,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Hochdruckreiniger-Zubehörsets",183777
6562982,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Hochdruckschläuche",183772
6562983,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Reinigungsmittel-Injektoren",183767
6562984,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Schaumlanzen",183775
6562985,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Sonstige",119101
6562986,"Business & Industrie > Gebäudereinigung > Hochruckreiniger, Teile & Zubehör > Hochdruckreiniger-Ersatzteile & -Zubehör > Verlängerungslanzen",183768
6552435,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte,183935
6558905,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Abstreifgummis & -Abziehlippen,184294
6558906,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Aufsaugtücher,184046
6558907,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Besen & Kehrbleche,184057
6562987,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Besen & Kehrbleche > Besen,184102
6562988,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Besen & Kehrbleche > Besenstiele,184091
6562989,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Besen & Kehrbleche > Eingestielte Besen,184068
6562990,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Besen & Kehrbleche > Kehrschaufeln & Kehrsets,184113
6562991,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Besen & Kehrbleche > Strohbesen,184080
6558908,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör",184124
6562992,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Bodenwischer-Eimer",184235
6562993,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Bodenwischer-Ersatzschwämme",184224
6562994,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Bodenwischer-Ersatztücher",184213
6562995,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Bodenwischer-Gestelle",184179
6562996,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Bodenwischer-Halter",184191
6562997,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Bodenwischer-Köpfe",184157
6562998,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Bodenwischer-Sets & -systeme",184146
6562999,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Bodenwischer-Stiele",184202
6563000,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Komplette Bodenwischer",184135
6563001,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Sonstige",184257
6563002,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Wäschenetze & Netzbeutel",184246
6563003,"Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bodenwischer, Teile & Zubehör > Wischbezüge & Wischpads",184168
6558909,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Bürstenreiniger,183957
6558910,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Einmal-Reinigungshandschuhe,184002
6558911,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Pumpsprüher,184289
6558912,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Putzlumpen & Tücher,184035
6558913,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Reinigungsbürsten,183969
6558914,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Reinigungsschwämme,183980
6558915,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Sonstige,184296
6558916,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Spritzdüsen & Sprüher,183946
6558917,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Stahlwolle,184295
6558918,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Standard-Eimer & -Kübel,183991
6558919,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Staubwedel & -Ersatzbezüge,184024
6558920,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Toiletten- & Abfluss-Saugglocken,184278
6558921,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Verlängerungsstangen & -stiele,184268
6558922,Business & Industrie > Gebäudereinigung > Manuelle Reinigungsgeräte > Wiederverwendbare Staubtücher,184013
6552436,Business & Industrie > Gebäudereinigung > Müllsäcke,183873
6552437,Business & Industrie > Gebäudereinigung > Reiniger & Desinfektionsmittel,183869
6558923,Business & Industrie > Gebäudereinigung > Reiniger & Desinfektionsmittel > Aerosol- & Schaumreiniger,183880
6558924,Business & Industrie > Gebäudereinigung > Reiniger & Desinfektionsmittel > Desinfektions- & Sterilisationsprodukte,262991
6558925,Business & Industrie > Gebäudereinigung > Reiniger & Desinfektionsmittel > Flüssigreiniger,183902
6558926,"Business & Industrie > Gebäudereinigung > Reiniger & Desinfektionsmittel > Gel-, Pasten- & Pulverreiniger",183891
6558927,Business & Industrie > Gebäudereinigung > Reiniger & Desinfektionsmittel > Pads & Reinigungstücher,183924
6558928,Business & Industrie > Gebäudereinigung > Reiniger & Desinfektionsmittel > WC-Dufteinhänger & -Steine,183913
6552438,Business & Industrie > Gebäudereinigung > Reinigungswagen,184306
6552439,Business & Industrie > Gebäudereinigung > Reinigungswagenbeutel & -säcke,184307
6552440,Business & Industrie > Gebäudereinigung > Sanitärdampfreiniger & -sauger,184308
6558929,Business & Industrie > Gebäudereinigung > Sanitärdampfreiniger & -sauger > Dampfreinigerteile & Zubehör,184311
6558930,Business & Industrie > Gebäudereinigung > Sanitärdampfreiniger & -sauger > Fahrbare Dampfreiniger/-sauger,184310
6558931,Business & Industrie > Gebäudereinigung > Sanitärdampfreiniger & -sauger > Hand-Dampfreiniger,184309
6552441,Business & Industrie > Gebäudereinigung > Schädlingsbekämpfung,183778
6558932,Business & Industrie > Gebäudereinigung > Schädlingsbekämpfung > Fallen-Ersatzteile & Zubehör,183805
6563004,Business & Industrie > Gebäudereinigung > Schädlingsbekämpfung > Fallen-Ersatzteile & Zubehör > Ersatz-Klebefolien,183808
6563005,Business & Industrie > Gebäudereinigung > Schädlingsbekämpfung > Fallen-Ersatzteile & Zubehör > Glühbirnen für Fallen,183806
6563006,Business & Industrie > Gebäudereinigung > Schädlingsbekämpfung > Fallen-Ersatzteile & Zubehör > Klebeflächen für Fallen,183807
6563007,Business & Industrie > Gebäudereinigung > Schädlingsbekämpfung > Fallen-Ersatzteile & Zubehör > Sonstige,183809
6558933,Business & Industrie > Gebäudereinigung > Schädlingsbekämpfung > Insektenköder & -fallen,183779
6563008,Business & Industrie > Gebäudereinigung > Schädlingsbekämpfung > Insektenköder & -fallen > Insektenfallen,183781
6564222,Business & Industrie > Gebäudereinigung > Schädlingsbekämpfung > Insektenköder & -fallen > Insektenfallen > Elektrische Insektenvernichter,183784
6564223,Business & Industrie > Gebäudereinigung > Schädlingsbekämpfung > Insektenköder & -fallen > Insektenfallen > Insektenfallen mit Köder,183783
