category_id,breadcrumb
6556004,"TV > TV-, Video- & Audio-Raritäten > HiFi-Tuner"
6556005,"TV > TV-, Video- & Audio-Raritäten > Kassettenspieler"
6556006,"TV > TV-, Video- & Audio-Raritäten > Kopfhörer"
6556007,"TV > TV-, Video- & Audio-Raritäten > Laserdisc-Player"
6556008,"TV > TV-, Video- & Audio-Raritäten > Lautsprecher"
6556009,"TV > TV-, Video- & Audio-Raritäten > Plattenspieler/Turntables"
6556010,"TV > TV-, Video- & Audio-Raritäten > Radios"
6556011,"TV > TV-, Video- & Audio-Raritäten > Sonstige"
6556012,"TV > TV-, Video- & Audio-Raritäten > Stereo-Receiver"
6556013,"TV > TV-, Video- & Audio-Raritäten > Teile & Zubehör"
6561825,"TV > TV-, Video- & Audio-Raritäten > Teile & Zubehör > Elektronenröhren & Valves"
6561826,"TV > TV-, Video- & Audio-Raritäten > Teile & Zubehör > Gebrauchsanleitungen"
6561827,"TV > TV-, Video- & Audio-Raritäten > Teile & Zubehör > Kondensatoren"
6561828,"TV > TV-, Video- & Audio-Raritäten > Teile & Zubehör > Lautsprecher- & Horntreiber"
6561829,"TV > TV-, Video- & Audio-Raritäten > Teile & Zubehör > Leermedien"
6561830,"TV > TV-, Video- & Audio-Raritäten > Teile & Zubehör > Sonstige"
6561831,"TV > TV-, Video- & Audio-Raritäten > Teile & Zubehör > Transformatoren"
6556014,"TV > TV-, Video- & Audio-Raritäten > Tonbandgeräte"
6556015,"TV > TV-, Video- & Audio-Raritäten > Verstärker"
6556016,"TV > TV-, Video- & Audio-Raritäten > Videorecorder"
6556017,"TV > TV-, Video- & Audio-Raritäten > Vorverstärker"
6551491,TV > TV-Receiver & Set-Top-Boxen
6556018,TV > TV-Receiver & Set-Top-Boxen > Antennen
6556019,TV > TV-Receiver & Set-Top-Boxen > Antennen-/Sat-Antennen-Installation
6556020,TV > TV-Receiver & Set-Top-Boxen > CAM Module
6556021,TV > TV-Receiver & Set-Top-Boxen > DVB-T Receiver
6556022,TV > TV-Receiver & Set-Top-Boxen > Kabel-TV-Boxen
6556023,TV > TV-Receiver & Set-Top-Boxen > Sat-Finder
6556024,TV > TV-Receiver & Set-Top-Boxen > Sat-LNBs
6556025,TV > TV-Receiver & Set-Top-Boxen > Sat-Multischalter
6556026,TV > TV-Receiver & Set-Top-Boxen > Sat-TV-Receiver
6556027,TV > TV-Receiver & Set-Top-Boxen > Satellitenschüsseln
6556028,TV > TV-Receiver & Set-Top-Boxen > Satellitenweichen & Splitter
6556029,TV > TV-Receiver & Set-Top-Boxen > Signalverstärker & -filter
6556030,TV > TV-Receiver & Set-Top-Boxen > Sonstige
6556031,TV > TV-Receiver & Set-Top-Boxen > TV-Smartcards
6551492,TV > Video & Audio
6556032,TV > Video & Audio > Sonstige Sportpreise
6551493,TV > Virtual Reality
6556033,TV > Virtual Reality > Controller & Bewegungssensoren
6556034,TV > Virtual Reality > PC- & Konsolen-VR Brillen
6556035,TV > Virtual Reality > Smartphone-VR Brillen
6556036,TV > Virtual Reality > Sonstige
6556037,TV > Virtual Reality > Sonstige Sportpreise
6556038,TV > Virtual Reality > Standalone-VR Brillen
6556039,TV > Virtual Reality > Taschen & Schutzhüllen
6556040,TV > Virtual Reality > VR-Teile
6556044,Uhren & Schmuck > Echtschmuck > Gemischte Sortimente
6556061,Uhren & Schmuck > Folkloreschmuck > Zehenringe
6556062,Uhren & Schmuck > Gemischte Sortimente > Sonstige
6556073,Uhren & Schmuck > Hochzeitsschmuck > Schmucksets
6556083,Uhren & Schmuck > Juwelierbedarf > Schmucksets
6556090,Uhren & Schmuck > Kinderschmuck > Verlobungsringe
6556093,Uhren & Schmuck > Lose Diamanten & Edelsteine > Schmucksets
6556095,Uhren & Schmuck > Lose künstliche Perlen > Zirkonia
6556106,Uhren & Schmuck > Modeschmuck > Zirkonia
6556107,Uhren & Schmuck > Piercing- & Körperschmuck > Zehenringe
6551505,Uhren & Schmuck > Sonstige
6556108,Uhren & Schmuck > Sonstige > Sonstige
6556109,Uhren & Schmuck > Sonstiger Schmuck > Sonstige
6556115,"Uhren & Schmuck > Uhren, -teile & -zubehör > Sonstige"
6556128,Uhren & Schmuck > Unikate & Goldschmiedearbeiten > Zehenringe
